file,label,class_idx,confidence,faceAspectRatio,faceTaperRatio,lowerFaceFullness,upperFaceRatio,midFaceRatio,lowerFaceRatio,gonialAngle,intercanthalRatio,eyeFissureRatio,eyeCanthalTilt,eyebrowThickness,browEyeDistance,nasalWidthRatio,nasalHeightRatio,mouthWidthRatio,mouthCornerAngle,lipFullnessRatio,philtrumLength,eyebrowLength,eyebrowTiltDirection,eyebrowCurvature,browSpacing,eyeAspect,upperVsLowerLipRatio,chinAngle,foreheadWidth,cheekboneWidth,noseBridgeRatio
05200A40.jpg,Round,3,high,1.4359374046325684,0.8458895087242126,0.5436375737190247,0.2738015353679657,0.28300797939300537,0.4491990804672241,141.89328002929688,0.2312542200088501,0.19628527760505676,4.508869171142578,0.02799026295542717,0.1295575052499771,1.193534016609192,0.25514161586761475,0.4566669464111328,9.532629013061523,0.1614081859588623,0.08427245169878006,1.4449758529663086,0.006964641623198986,0.03671117126941681,0.1728217899799347,0.29820749163627625,0.6999725103378296,167.46607971191406,0.812529981136322,0.9126769304275513,0.9015350937843323
12777A62.jpg,Square,4,low,1.1408467292785645,0.8215541839599609,0.5446968674659729,0.2633751928806305,0.27211856842041016,0.46458113193511963,139.52566528320312,0.234633669257164,0.1964522749185562,-1.571044921875,0.03154730424284935,0.12534460425376892,0.8430950045585632,0.2356216013431549,0.361296683549881,-1.5832494497299194,0.15994015336036682,0.1305484026670456,1.4669137001037598,-0.02704022452235222,0.03070654906332493,0.1750296950340271,0.15332713723182678,0.6566718220710754,170.1993408203125,0.8497772216796875,0.8986498713493347,0.8658784627914429
02720A27.jpg,Oval,2,low,1.3186041116714478,0.7597686648368835,0.4821571409702301,0.33911454677581787,0.3332083523273468,0.32865867018699646,147.34971618652344,0.3185397684574127,0.20391114056110382,8.653268814086914,0.03416759893298149,0.1296074539422989,0.777808666229248,0.310528039932251,0.3303099572658539,5.007843017578125,0.09563349187374115,0.10701141506433487,1.4807318449020386,0.00993276946246624,0.03665361553430557,0.21856026351451874,0.38614872097969055,0.5877746343612671,167.23611450195312,0.8863941431045532,0.947157621383667,0.9319335222244263
03782A32.jpg,Oblong,1,high,1.2753225564956665,0.7865374684333801,0.49822428822517395,0.3219907581806183,0.3097180724143982,0.3690367043018341,139.64694213867188,0.27139344811439514,0.2067546248435974,5.436755180358887,0.035234253853559494,0.1487390249967575,0.8891984820365906,0.28132128715515137,0.3366117477416992,-0.46895861625671387,0.1080198734998703,0.08831284940242767,1.4692260026931763,0.002801713068038225,0.04273593798279762,0.20725081861019135,0.28773319721221924,0.66845703125,172.4228973388672,0.884598433971405,0.9326804280281067,0.908314049243927
11425A43.jpg,Oblong,1,high,1.2518529891967773,0.7886649966239929,0.5084956884384155,0.31656259298324585,0.3244894742965698,0.35896068811416626,144.43255615234375,0.2634753882884979,0.1933264285326004,7.74949312210083,0.037139441817998886,0.11535999923944473,0.8971419930458069,0.30533647537231445,0.3117668628692627,3.379434108734131,0.10303062945604324,0.09434289485216141,1.5240740776062012,0.014584094285964966,0.03281107172369957,0.20341457426548004,0.42588624358177185,0.5103850960731506,168.39797973632812,0.8917779326438904,0.9043805599212646,0.94097501039505
08762A25.jpg,Square,4,low,1.3551762104034424,0.8026551008224487,0.5177370309829712,0.29246118664741516,0.30856049060821533,0.4107537865638733,150.56227111816406,0.2338705211877823,0.1911732256412506,7.683454990386963,0.035618122667074203,0.11330818384885788,0.9558638334274292,0.28572341799736023,0.31459033489227295,1.3997972011566162,0.13361148536205292,0.09906884282827377,1.5028256177902222,0.0017410394502803683,0.033625707030296326,0.17531302571296692,0.4137214422225952,0.6474852561950684,165.4641876220703,0.8566944599151611,0.8902851939201355,0.9259883761405945
09845A32.jpg,Round,3,high,1.2514159679412842,0.7810264229774475,0.5074180364608765,0.27434760332107544,0.2641126215457916,0.4631458520889282,136.40310668945312,0.25455543398857117,0.1794806867837906,-0.7830877304077148,0.032452333718538284,0.1596706360578537,0.8769818544387817,0.21633842587471008,0.3274291753768921,-10.769885063171387,0.1256486475467682,0.11307260394096375,1.6521700620651245,-0.03003605455160141,0.03993271291255951,0.18482166528701782,0.28570276498794556,0.882908046245575,174.28790283203125,0.8523304462432861,0.9176470637321472,0.8191143274307251
09920A32.jpg,Square,4,low,1.2106508016586304,0.8061528205871582,0.5145183205604553,0.29466184973716736,0.30058911442756653,0.4066721796989441,138.26046752929688,0.2467166632413864,0.1669382005929947,4.22691011428833,0.03689480200409889,0.14182892441749573,0.9993718266487122,0.2695423364639282,0.3695495128631592,3.023085594177246,0.09569071978330612,0.09353894740343094,1.684279203414917,-0.00656766165047884,0.03994777053594589,0.17018985748291016,0.3452000916004181,0.6552474498748779,172.0537872314453,0.8538441061973572,0.9015952944755554,0.8967134952545166
08659A23.jpg,Oblong,1,low,1.2335377931594849,0.7842102646827698,0.5014622211456299,0.3113972246646881,0.31043538451194763,0.3795973062515259,143.50112915039062,0.26848119497299194,0.18482132256031036,4.716669082641602,0.0360126718878746,0.144276961684227,0.9300326704978943,0.28384238481521606,0.3672257959842682,7.687351226806641,0.11200714856386185,0.09769458323717117,1.5979652404785156,0.0050537739880383015,0.03924683481454849,0.19598720967769623,0.26210227608680725,0.5610812902450562,170.6271209716797,0.8747717142105103,0.9170106649398804,0.9143364429473877
01202A19.jpg,Oval,2,low,1.1627196073532104,0.8218364119529724,0.5327826738357544,0.3012796938419342,0.30289021134376526,0.3959111273288727,134.04229736328125,0.27077919244766235,0.19217051565647125,1.4987895488739014,0.03547413647174835,0.15811878442764282,0.934431254863739,0.27782097458839417,0.41871869564056396,3.9091525077819824,0.14433126151561737,0.05755528435111046,1.520345687866211,0.005775175988674164,0.036948155611753464,0.20403538644313812,0.1581842452287674,0.5337218046188354,171.78199768066406,0.8549780249595642,0.8932451009750366,0.9172333478927612
